-69.98672805,-0.943390146,0.772275
-70.11690054,-1.533050157,1.252527
-70.20533577,-0.162137547,0.132323
-70.05493399,-4.687629995,3.828162
-70.299763,0,0
-67.42882474,-17.6058057,14.633346
-69.07931175,-11.85917816,9.741284
-70.40391363,-0.624352162,0.508094
-69.83763611,-8.12976688,6.63989
-69.35216428,-11.05802486,9.059405
-70.47503088,1.718903159,358.602819
-70.46056905,-2.746936824,2.232571
-70.5539975,-0.414828812,0.336872
-67.41101692,-18.41223958,15.276806
-70.46291905,-3.970911965,3.225471
-68.37488049,-15.62485416,12.872063
-70.28909625,6.364236738,354.826334
-70.6614993,-1.304519877,1.057648
-70.15989246,-7.730888412,6.28803
-69.26230103,-12.65290006,10.352688
-68.64703094,-15.11539132,12.417803
-68.48637325,-15.74942239,12.950823
-68.70412174,-15.0821908,12.381392
-69.35334339,-12.66380425,10.348109
-70.14622467,-8.738980638,7.101453
-70.74907141,-3.465605984,2.804362
-70.58204528,5.75800943,355.336198
-67.66377673,-18.68207307,15.434911
-70.41338787,-7.512337218,6.089796
-70.60151889,6.168735741,355.006521
-69.04183948,-14.51504344,11.8727
-70.92000468,2.644358928,357.86463
-68.747381,-15.70943036,12.87163
-70.88400215,3.94749352,356.81252
-69.49730118,-13.06428488,10.646366
-70.38491439,8.706711126,352.948256
-70.59354375,-7.392262422,5.977989
-66.6277889,-21.87055997,18.172413
-71.11802253,0.637751946,359.486213
-69.37947169,-13.95331926,11.3714
-70.09788415,10.89692601,351.163923
-71.13252984,-2.317471171,1.866015
-69.27492689,-14.58330743,11.887955
-65.59121538,-24.39897292,20.404465
-71.15129038,3.141069429,357.472242
-70.78212633,-7.30977553,5.896119
-68.67187614,-16.91623965,13.8384
-65.37395082,-25.01097398,20.93601
-71.01289046,5.843823882,355.295591
-71.30766845,-1.695720141,1.362256
-70.71992585,-8.434327804,6.801188
-69.40639157,-14.76441601,12.009187
-67.50673389,-20.53253767,16.917422
-65.35791208,-25.30346917,21.164029
-70.54051737,9.995267996,351.935139
-71.15161184,5.77426783,355.360362
-71.43779443,1.710979293,358.627993
-71.43666133,-2.25998278,1.812015
-71.14977477,-6.301736058,5.06148
-70.58462173,-10.26081597,8.271093
-69.75089877,-14.12654508,11.449165
-68.67204253,-17.84109887,14.563562
-67.24549566,-21.68024138,17.869548
-65.7028431,-25.05921527,20.876966
-70.13957479,12.86852496,349.603553
-70.41267623,11.72082371,350.549255
-70.15806919,12.95010498,349.541792
-65.03523122,-26.49463214,22.165437
-66.51729046,-23.60183776,19.535835
-68.05850625,-20.0021869,16.377901
-69.54510648,-15.5840939,12.630536
-70.81647263,-10.20538112,8.200453
-71.60269288,-4.131615876,3.302417
-71.70091346,2.808976044,357.756511
-70.89637827,10.06949589,351.916281
-65.11855048,-26.65355556,22.259687
-68.13323598,-20.1603005,16.483235
-70.37964705,-12.84468523,10.342972
-71.62900354,-5.096992244,4.070205
-71.80282831,2.847447464,357.729041
-70.91602742,10.54326725,351.543632
-65.76326587,-25.67629569,21.327425
-69.31680667,-17.08339799,13.84486
-71.5653576,-6.568625719,5.244199
-71.58468436,6.558901819,354.764927
-66.25062147,-24.87132848,20.576776
-71.59818174,-6.717450104,5.359887
-60.34271208,-34.20955856,29.549817
-71.47383057,-7.93749089,6.336988
-63.73924181,-29.50559847,24.839939
-71.92133098,-3.908967342,3.110999
-66.16140391,-25.27514245,20.90798
